技能名称,相似技能1,相似度1,相似技能2,相似度2,相似技能3,相似度3,相似技能4,相似度4,相似技能5,相似度5,相似技能6,相似度6,相似技能7,相似度7,相似技能8,相似度8,相似技能9,相似度9,相似技能10,相似度10
业绩压力,亲和؜力,0.85,转化力,0.85,拜访客户的前期预判,0.85,沟通责任心,0.85,国内期货,0.85,电子商务业务销售技巧,0.85,销售意识,0.8,三观正,0.76,自评底层,0.7200000000000001,,
设计表现技法,项目推动意识,0.8,美术功底,0.8,c4d,0.8,降得住高富帅,0.8,视觉表达,0.8,技术理论知识,0.8,时尚品味,0.76,全局意识,0.7200000000000001,语言沟通表现,0.68,,
同类型工作,字迹工整,0.95,产品or运营经验,0.95,游戏运营方式,0.95,客户视角,0.95,服务热情,0.95,协作沟通,0.95,游戏用户行为,0.95,主动性,0.95,互联网游戏,0.8,,
财务会计知识,金蝶财务软件,0.85,风险防范意识,0.85,国家财税法规,0.85,各项会计政策,0.85,职业道德,0.85,处理流程性事务,0.85,统计分析原理,0.8,财务管理工作,0.8,损失模型,0.76,公司会计核算,0.76
人声增强降噪,声学理论,0.8,信号处理基础,0.76,声纹识别,0.7200000000000001,声学前端处理算法,0.68,语音唤醒,0.6400000000000001,系统性的理解,0.6000000000000001,语音识别算法,0.6,命令词识,0.5599999999999999,去混响,0.52,,
常用算法,愿意往技术,1.0,代码阅读,1.0,桌面软件,1.0,文档阅读,1.0,libigl,1.0,数学基础,1.0,数据结构,1.0,工作负责,1.0,三维设计开发软件,1.0,,
工作心态,美妆产品使用,0.95,乐于面对挑战,0.95,用户服务意识,0.95,热爱市场营销,0.95,核心功能成分,0.95,商务运营,0.95,线上营销,0.95,商务谈判,0.95,运营分析,0.8,,
灵活解决问题,团结合作,0.8,德语听说读写,0.8,西班牙文阅读,0.8,东西方文化,0.76,跨部门合作,0.76,商务英语,0.76,专业等级证书,0.75,执行力,0.75,用户运营,0.75,处理人际关系,0.75
聚氨酯,齿轮传动,1.0,机械设计,1.0,产品设计,1.0,计算机基础理论,1.0,橡胶件,1.0,制冷暖通专业知识,1.0,移动破,1.0,机械设计相关标准,1.0,开源软件,1.0,学科功底,0.95
经济知识,统计分析原理,0.8,损失模型,0.76,多级轴流压气机气动设计体系,0.7200000000000001,英文书写,0.7,行业研究,0.7,财务会计知识,0.7,实验设计思路,0.68,叶片造型,0.6400000000000001,基本实验基础,0.6000000000000001,,
思想政治素质,业务敏感度,2.8499999999999996,个人近期作品,2.8499999999999996,高度额责任心,1.0,计划执行,1.0,分析挖掘数据,1.0,道德品质,1.0,逻辑思考力,1.0,专业知识,1.0,公文写作功底,1.0,自我激励,0.95
主动发现,韩语精通,0.8,沟通学习,0.76,进取心,0.75,客户导向精神,0.75,书面表达,0.75,互联网广告市场,0.75,幻灯片,0.7200000000000001,互联网公司工作经验,0.68,用户导向意识,0.6400000000000001,,
英语沟通表达流畅,市场意识,1.0,全英文工作,1.0,海外广告平台的特性,1.0,英语水平,1.0,客户沟通,1.0,gnerswelcome,1.0,英语听,1.0,内容写作,1.0,社交媒体,1.0,,
冷媒回路系统结构,材料特性分析,0.8,新能源整车热管理系统控制策略,0.76,汽车热系统理论基础,0.7200000000000001,软件算法,0.68,各种材料的应用,0.65,基础理论知识,0.65,结构设计的工具,0.6400000000000001,热管理原理,0.6000000000000001,热管理,0.5599999999999999,,
全局架构,业务思维逻辑,0.8,深度学习算法,0.8,公共动力,0.8,压缩机,0.8,offic办公软件,0.8,大数据处理,0.8,电力系统,0.76,沟通素质,0.7200000000000001,ppt操作,0.68,,
资产管理,兴趣爱好,0.85,稳定性,0.85,word文档,0.85,国家会计法规,0.85,财务资格证书,0.85,独立学习,0.85,财务软件,0.8,职业操,0.76,财务收支计划,0.7200000000000001,,
储能微网系统,触摸屏画面,0.95,电气接线,0.95,行业设计规范,0.95,电力系统,0.95,移压力流,0.95,各种测量传感器,0.95,英语听,0.95,法律专业知识,0.95,博图软件,0.8,,
组织活动经验,合同文本,1.0,学生会干部,1.0,offic办公软件,1.0,抗压性,1.0,采购流程,1.0,课程学习成绩,1.0,听说读写,1.0,采购相关操作流程,1.0,行政物资,1.0,,
用户付费偏好,rpg,0.8,程序设计语言,0.76,游戏中各类术语含义,0.7200000000000001,游戏系统,0.68,优化思维,0.6400000000000001,游戏玩法,0.6000000000000001,音乐制作流程,0.5599999999999999,游戏业务付费用户心理,0.52,数据分析报,0.48,,
汇报材料,物联网产品开发经验,0.8,基本素质,0.8,解决网络,0.76,强烈成功欲望,0.76,销售意识,0.7200000000000001,服务器,0.7200000000000001,自我管理意识,0.68,态度积极主动,0.68,设计文档,0.65,三层网络协议,0.65
基金行业的法律法规,私募基金运作管理,1.56,投资机构,0.8,财务基础,0.8,法律专业知识,0.8,演讲表达,0.8,相关政策,0.8,高度提炼,0.8,行情走势分析,0.76,会计专业功底,0.7200000000000001,各类金融产品特性,0.7200000000000001
服装行业电子商务运营模式,天猫平台规则,0.8,基础护肤化妆知识,0.76,电商平台规则,0.7200000000000001,服务意识足,0.7,头脑清晰,0.7,销售意识,0.7,热衷网购,0.68,电商零售业,0.6400000000000001,网络平台,0.6000000000000001,,
射频电路收发系统,光电理论基础,0.9,模拟电路,0.9,无线测试设备,0.9,数字电,0.9,通信原理,0.9,频谱仪,0.9,电路分析,0.9,无线射频电路设计,0.8,通信系统,0.76,,
药品研发,适应性,1.0,沟通表达理,1.0,财务分析基础,1.0,申报流程,1.0,生物医药,1.0,业务敏感度,1.0,wind,1.0,人际交往,1.0,金融素养基本功,1.0,,
原则性,执行力,2.25,高度额责任心,1.33,客户管理知识,0.85,进取心,0.85,积极学习新知识,0.85,器皿材料,0.85,版式设计,0.8,销售思维,0.8,职业道德,0.8,研发基本流程,0.8
道德素养,文案撰写,0.8,思维灵活,0.76,英语四级通,0.7200000000000001,思考学习,0.68,同理心,0.65,实习经验,0.65,学习领悟,0.6400000000000001,质量管理流程,0.6000000000000001,追求上进,0.5599999999999999,,
计算机中文录入技术,webpack,0.95,面向对象分析,0.95,设计功底,0.95,计算机基础,0.95,通信行业,0.95,数据结构,0.95,客户服务,0.95,前端工程化,0.95,swift,0.8,,
机械设计的原理,品质工具,1.0,公差尺寸,1.0,英语沟通,1.0,半导体／光电子,1.0,实践项目,1.0,沟通协作,1.0,专业知识,1.0,英文读写,1.0,项目管理技术,1.0,,
电化学工作站,机硅合成树脂,0.8,聚氨酯,0.76,实验室常规实验设备使用,0.75,化学分析实验设备,0.75,学科功底,0.75,自我激励,0.75,化学反应,0.7200000000000001,电化学表,0.68,实验室的操作方法,0.6400000000000001,,
污水生化处理,自驱力极,0.8,岩土工程,0.76,结构工程设计软件,0.7200000000000001,数值计算软件,0.68,积极性,0.65,产品开发程序,0.65,实验室检测流程,0.6400000000000001,机械原理知识,0.6000000000000001,看图功底,0.5599999999999999,,
电气设计专业知识,全局意识,0.85,软硬件功能需求,0.85,电气调试标准,0.85,技术理论知识,0.85,自动驾驶发展趋势,0.85,电子电路基础知识,0.85,无刷电机,0.8,步进电机,0.76,沟通协作,0.7200000000000001,,
拉力机,团队协作意识,0.85,基本实验基础,0.85,光谱分析,0.85,生物实验操作技能,0.85,实验室工作,0.85,基础理论知识,0.85,纺织品,0.8,色谱分析,0.76,岩土专业知识,0.7200000000000001,,
基本软件工具,动画功底,0.85,室内设计风格,0.85,实美术基础,0.85,差异化,0.85,色彩光影,0.85,illustrator,0.85,空间轮廓,0.8,涉猎广泛,0.76,动画设计专业知识,0.7200000000000001,,
学习的意识,服务心态,1.0,从用户,1.0,普通话标准,1.0,口齿清晰,1.0,效沟通技巧,1.0,语言表达,1.0,高度额责任心,1.0,执行力,1.0,进取心,1.0,文件撰写,0.8
强电工程规范,匹配分析,0.8,药物研究,0.76,实验报告,0.7200000000000001,发动机轮系,0.68,药代动力,0.6400000000000001,实验平台,0.6000000000000001,英文书写,0.5599999999999999,电控件,0.52,发流程,0.48,,
验证检查,反馈理论,0.8,模拟电路设计经验,0.76,电气原理图设计,0.7200000000000001,晶体振荡器,0.68,无线射频电路设计,0.6400000000000001,器件模型,0.6000000000000001,仿真工具,0.5599999999999999,vcs,0.52,关键模拟模块,0.48,,
个人近期作品,思想政治素质,2.2800000000000002,业务敏感度,2.08,服装材料学,0.8,深度思考,0.8,执行力,0.8,强烈成功欲望,0.8,高端科技有强烈意愿,0.8,挑战工作的欲望,0.8,沟通表达理,0.8,分析挖掘数据,0.76
决策力,组织协调力,1.08,亲和؜力,0.8,团队协作意识,0.8,自主完成数据提取,0.76,准备长期在人力方向发展的规划,0.76,业务理解力,0.7200000000000001,offic办公软件,0.7200000000000001,上人力资源,0.68,svm,0.68,商务谈判,0.6400000000000001
自驱力,抗压性,3.25,逻辑思考力,2.5999999999999996,用户服务意识,1.95,团队意识,1.95,亲和؜力,1.9,极富团队合作精神,1.7999999999999998,高度额责任心,1.6,目标敏感,1.56,英语语言,1.5,化办公软件,1.4900000000000002
化学类基础知识,接受挑战,0.85,积极进取,0.85,分析化学,0.85,追求成效,0.85,热爱工程设计,0.85,谦虚谨慎,0.85,流程管理思维,0.8,化工原理,0.76,物理化学,0.7200000000000001,,
积极努力,专研精神,1.0,电气设计标准,1.0,图像处理技术,1.0,职业精神,1.0,道德操守,1.0,积极乐观,1.0,通信流程,1.0,通信系统,1.0,无线通讯原理基础,1.0,,
mybati,多线程处理,3.28,java语言,3.12,redis,2.8,springcloud,2.8,数据结构,2.66,python程序,2.3000000000000003,html5css,1.85,net,1.6,性能监控,0.95,jsp,0.95
项目推动意识,技术理论知识,3.04,全局意识,2.92,敏感性,1.5499999999999998,面向对象的思想,1.5499999999999998,工具软件,0.85,操作技能,0.85,数据变化敏感度,0.85,线上运维经验,0.85,财务敏锐度,0.8,价值牵引意识,0.8
衍生项目设计重点,股票投资,0.85,原理图,0.85,信号完整性理论基础,0.85,集成电路工艺,0.85,机原理,0.85,计算机通信接口技术,0.85,电气原理图设计,0.8,电路设计开发流程,0.76,基本开关电源设计,0.7200000000000001,,
计算机基础理论,聚氨酯,0.8,制冷暖通专业知识,0.76,机械设计,0.75,开源软件,0.75,产品设计,0.75,齿轮传动,0.75,移动破,0.7200000000000001,机械设计相关标准,0.68,橡胶件,0.6400000000000001,,
服务器硬件架构,炭材料分析,0.8,数字芯片设计,0.8,细致踏实,0.8,产品开发项目流程,0.8,公民意识,0.8,后台开发,0.8,python程序,0.76,多语言绑定开发经验,0.7200000000000001,热衷于从事数据分析,0.68,,
人际界面优,电路板设计,1.0,效沟通技巧,1.0,个人操守,1.0,处理问题,1.0,高度额责任心,1.0,书面沟通,1.0,逻辑概念,1.0,主人翁意识,1.0,数字观念,1.0,,
拍摄器材,视频生产流程,0.8,镜头运动,0.8,审美力,0.8,premiere,0.8,剪辑思路,0.8,视频类软件,0.8,文功底,0.76,镜头感觉,0.7200000000000001,常规剪辑软件,0.68,,
沟通反馈,收法规,0.8,正形象气质,0.76,数据变化敏感度,0.75,财务软件,0.75,风险应对,0.75,自我管理潜力,0.75,事业心,0.7200000000000001,逻辑思维清晰,0.68,文字编写,0.6400000000000001,,
日语沟通技巧,广告投放流程,0.8,组织与执行,0.8,日本文化,0.8,外语沟通,0.8,敢打陌生电话,0.8,行业数据,0.8,查询资料,0.76,投放经验,0.7200000000000001,电子商务雅虎,0.68,,
组织编写说明书,产品的常规缺陷,0.8,优化老产品的工艺,0.76,降低生产能耗,0.7200000000000001,高度认同细胞治疗行业前景,0.68,善创变,0.65,复合材料生产的成型工艺,0.65,饮料生产研发相关设备,0.6400000000000001,工艺材料基本常识,0.6000000000000001,实验设备,0.5599999999999999,,
人际交往技巧,化办公软件,0.95,意志力坚,0.95,销售管理系统维护跟踪客户,0.95,形象好,0.95,课程学习成绩,0.95,普通话标准,0.95,用户服务意识,0.95,销售管理系统维护,0.95,效沟通技巧,0.8,,
视频生产流程,视频类软件,1.0,premiere,1.0,常规剪辑软件,1.0,文功底,1.0,镜头运动,1.0,审美力,1.0,拍摄器材,1.0,镜头感觉,1.0,剪辑思路,1.0,,
亚马逊平台规则与政策,英语四级通,0.8,平台相关政策,0.76,平台运营环境,0.7200000000000001,商品管理经验,0.68,平台各项政策,0.6400000000000001,检索方法,0.6000000000000001,1年以上工作经验,0.5599999999999999,海外仓运作模式,0.52,空白市场,0.48,,
实体行业业务流程,收法规,0.8,财务软件操作,0.76,抗压性,0.75,财会知识,0.75,态度端正,0.75,沟通表达理,0.75,税务基本知识,0.7200000000000001,计算机软件,0.68,在校综合表现,0.6400000000000001,,
设计逻辑,研究流程,0.95,多线程处理,0.95,嗅觉敏锐,0.95,服务设计意识,0.95,基础研究分析方法,0.95,产品同理心,0.95,独立推进项目,0.95,监管环境,0.95,金融产品架构,0.8,,
javaweb,spark,0.8,flink,0.76,python程序,0.75,storm,0.75,计算机数据结构,0.75,kafka,0.75,hbase,0.7200000000000001,java语言,0.68,数据结构,0.6400000000000001,,
求真务实,组织变革管理,1.0,受过战略管理,1.0,文字功底,1.0,catti,1.0,wind,1.0,接待礼仪,1.0,正形象气质,1.0,文书写作,1.0,专八证书,1.0,,
全英文工作,英语沟通表达流畅,0.8,英语水平,0.76,社交媒体,0.7200000000000001,客户沟通,0.7,英语听,0.7,市场意识,0.7,海外广告平台的特性,0.68,gnerswelcome,0.6400000000000001,内容写作,0.6000000000000001,,
语音信号处理算法,图像处理,0.8,图像处理算法,0.76,caffe,0.7200000000000001,python程序,0.68,计算机科学知识体系,0.6400000000000001,技术英语阅读,0.6000000000000001,halcon,0.5599999999999999,图像处理专业知识基础,0.52,图像去噪,0.48,,
前期拍摄,爱剪辑,0.8,设计软件,0.76,高度认同公司企业文化,0.7200000000000001,视频混剪,0.68,画面特效包装,0.65,视频制作软件,0.65,脚本撰写,0.6400000000000001,总结分析,0.6000000000000001,沟通协作,0.5599999999999999,,
利用美术相关软件,lua,0.8,数据结构,0.76,游戏特效,0.7200000000000001,特效制作流程,0.7,架构设计,0.7,美术基础,0.7,美术创作理论,0.68,理解算法,0.6400000000000001,技术基础,0.6000000000000001,,
文字沟通,产品团队,1.0,分析总结,1.0,身心健康,1.0,数据变化敏感度,1.0,互动交流,1.0,英文基础,1.0,热点新闻,1.0,新鲜事物有感觉,1.0,手机游戏,1.0,,
热爱市场开发,基金公司营销策划,0.8,敏感性,0.8,陌生人打交道,0.8,组织协调力,0.8,文案撰写,0.8,活跃的思维,0.8,会计师,0.76,表演力,0.7200000000000001,办公软件工具,0.68,,
公差尺寸,品质工具,0.9,项目管理技术,0.9,英文读写,0.9,专业知识,0.9,沟通协作,0.9,半导体／光电子,0.9,实践项目,0.9,机械设计的原理,0.8,英语沟通,0.76,,
文案处理,商品运营管理流程,0.85,offic办公软件,0.85,数据分析方法,0.85,珠宝行业发展趋势,0.85,计算机软件,0.85,竞品商品运营情况,0.85,中英文水平,0.8,创新的想法,0.76,品牌服装企业运作流程,0.7200000000000001,,
性格开朗,挑战精神,0.8,机构设计,0.76,课程学习成绩,0.7200000000000001,积极向上,0.68,混合式步进,0.65,联合单片机的电路,0.65,执行力,0.6400000000000001,可自行搭建,0.6000000000000001,形位公差绘图,0.5599999999999999,,
医疗器械,组织协调力,0.9,英语四级通,0.9,药包材法律法规,0.9,数据处理功底,0.9,效沟通技巧,0.9,医疗器械行,0.9,英语水,0.9,学习体系,0.8,高度提炼,0.76,,
团队协调,处理复杂人际关系,0.8,数据分析方法,0.76,品德端正,0.75,高度额责任心,0.75,工作主动性,0.75,用户服务意识,0.75,团队建设,0.7200000000000001,数据变化敏感度,0.68,沟通表达理,0.6400000000000001,,
语言处理,sas,0.8,全局统筹观,0.76,框架思维,0.7200000000000001,推广活动流程,0.68,数据流转,0.6400000000000001,财务基础,0.6000000000000001,三年以上,0.6,各个产品,0.5599999999999999,学习力,0.52,,
物业管理服务流程,景观工程设计绘图,0.8,专业知识,0.76,创新力,0.7200000000000001,极富团队合作精神,0.7,创新意识,0.7,沟通表达理,0.7,团队协作意识,0.68,环境管理体系运作,0.6400000000000001,英语沟通,0.6000000000000001,,
另类项目数据管理,团队协作意识,0.8,协调问题,0.76,产制造管理,0.75,主流工业软件,0.75,文案撰写,0.75,数字化转型,0.75,快速适应,0.7200000000000001,思维敏捷,0.68,创新意识,0.6400000000000001,,
数字芯片综合,软件生命周期,1.0,memory,1.0,时钟复位,1.0,缺陷生命周期,1.0,计算机网络应用开发的基本架构,1.0,状态机,1.0,芯片设计基本知识,1.0,机器学习基本理论,1.0,计算网络知识,1.0,,
公司企业内控体系,风险控制,0.8,计算机办公常用软件,0.76,财务分析,0.75,英语表达,0.75,各维度解读,0.75,基本会计准则,0.75,组织规划,0.7200000000000001,决策判断,0.68,客户投放需求,0.6400000000000001,,
